frameNum,rotation00,rotation01,rotation02,rotation10,rotation11,rotation12,rotation20,rotation21,rotation22,translation X,translation Y,translation Z,imu angular velocity X,imu angular velocity Y,imu angular velocit Z,imu linear velocity X,imu linear velocity Y,imu linear velocity Z,groundtruth 0,groundtruth 1,groundtruth 2
1.0,-0.658639060096,0.534390639731,0.529736946686,-0.657481028646,-0.751096487356,-0.0597725995108,0.365941642187,-0.38766056138,0.846053191983,-0.386817613372,-0.304857928254,0.87030671465,-0.00279252680319,-0.0753982236862,0.0397935069455,9.76578895833,-0.4903325,-4.00438208333,0.0,0.0,0.0
2.0,-0.439325306756,-0.786569412282,-0.433937592871,-0.586016194567,0.617052170451,-0.52519676184,0.680865841814,0.0235622283514,-0.732029047816,-0.35293820768,-0.352803465444,0.866581984771,0.00698131700798,-0.334405084682,0.100530964915,10.8935537083,-0.326888333333,-4.55192004167,0.00969127857771,0.0113213576012,0.265891855454
3.0,-0.408239233007,-0.683514053426,-0.605102691618,-0.912874899356,0.305946781897,0.270288706337,0.000383091954215,0.662725512876,-0.748862302312,0.0187957582974,-0.476291322442,0.879086625786,-0.0830776723949,0.205948851735,-0.0279252680319,10.73828175,-0.2941995,-5.0013915,-0.00214821322082,0.00690023799305,0.0626561620754
4.0,-0.197427139104,-0.923520334095,-0.328835395384,0.969954714834,-0.135378292807,-0.202139973801,0.142163201697,-0.358863358883,0.922500251347,-0.127686389602,0.429723199373,-0.893887105753,-0.072605696883,0.323234977469,-0.00698131700798,8.12317508333,0.122583125,-3.751043625,-0.000484298618572,0.000522172802692,-0.00444781467408
5.0,-0.00463168180105,0.990838275865,0.134974288678,-0.010985441201,0.134917175625,-0.990795980918,-0.999928931277,-0.00607180382528,0.0102599021922,-0.138286647967,-0.315731354572,0.938717483982,-0.0523598775598,0.355349035706,0.199665666428,7.918869875,-0.228821833333,-2.6477955,0.0234032618593,-0.00613696939052,-0.132481748085
6.0,-0.32413283442,-0.741088099067,-0.587984978611,-0.790935332278,-0.128692539135,0.598213616132,-0.518998271486,0.658958769418,-0.544439284404,0.216396379716,-0.421945756571,0.880417165529,-0.0474729556542,-0.0949459113085,-0.0607374579694,5.93302325,0.0572054583333,-1.58540841667,-0.0124963298106,0.0045316501217,-0.297405581492
7.0,-0.165313549226,0.228676877356,-0.959363495347,-0.886427352658,0.391973446212,0.246177508974,0.432340119469,0.891102521166,0.137906917413,0.950438150448,-0.246020835525,0.190108049964,0.0747000919854,-0.108908545324,-0.0153588974176,8.22941379167,-0.277855083333,-3.05640591667,-0.00331954010035,0.00083554310567,-0.00670347171026
8.0,0.102235060044,0.604142831086,0.790290726344,-0.965823490573,0.250508863509,-0.0665604564342,-0.238186854286,-0.756476535625,0.609106126626,0.469276999656,-0.380336180844,0.796946351479,-0.118682389136,-0.277158285217,0.124267442742,10.0926772917,-0.588399,-3.26888333333,-0.0158158699109,0.00536719322737,-0.304109053202
9.0,0.317066413891,0.411095345003,0.854675088264,0.563560853064,-0.806482135832,0.178845546427,0.762802762237,0.424955505789,-0.487385641996,-0.459763515527,-0.351556569248,0.815490949311,0.0663225115758,-0.185703032412,0.0565486677646,12.1439015833,0.0163444166667,-5.04225254167,-0.00825066215774,-0.00427650978185,0.363749883132
10.0,-0.425248042118,-0.596547689633,-0.680657738271,0.904891107072,-0.295464091242,-0.306387100133,-0.0183354033679,-0.746211648783,0.66545622561,0.205676559907,0.387343585818,-0.898700227679,0.000698131700798,0.335801348084,0.102625360017,10.1580549583,0.0572054583333,-4.13513741667,-0.000506692874866,0.00427764739355,0.0381140718925
